agreeableness,extraversion,neuroticism,education,age
4.4,3.6,4.0,3,29
4.4,4.6,2.8,4,28
5.0,5.0,4.2,3,21
3.4,3.6,3.2,5,26
5.6,5.2,2.0,3,40
5.4,4.6,3.2,2,25
3.6,2.8,4.8,1,23
4.8,2.2,1.8,3,19
3.6,2.2,2.5,3,39
5.4,3.6,2.8,5,53
5.6,4.6,3.8,4,21
5.6,4.8,5.0,5,31
5.8,3.8,3.6,3,29
5.8,4.0,1.6,4,50
3.2,4.4,2.6,4,54
1.8,3.2,6.0,NA,18
5.2,4.6,3.4,3,21
5.4,4.0,1.6,3,22
4.8,3.4,2.4,5,32
5.2,5.2,1.4,3,46
5.8,4.0,5.6,3,40
6.0,4.6,1.4,5,52
3.0,4.0,6.0,3,50
5.2,4.4,4.2,3,19
5.0,3.6,3.8,5,25
5.6,2.8,4.6,3,19
6.0,4.0,4.0,4,22
4.6,5.5,5.4,4,26
5.4,5.6,4.0,5,29
4.8,4.8,3.6,5,38
4.0,1.8,3.0,5,32
5.2,5.4,4.2,3,23
3.0,3.0,1.0,1,44
4.6,4.4,4.4,3,35
5.0,3.6,2.2,5,21
5.4,4.2,2.2,5,29
4.2,3.4,2.8,4,21
5.4,5.25,1.6,3,33
3.8,4.2,4.8,4,23
5.4,3.4,2.8,2,57
4.8,2.6,5.4,3,21
5.6,5.4,2.4,5,42
4.0,2.6,3.4,4,30
3.8,4.6,4.6,2,39
4.0,3.2,4.2,1,17
5.6,5.4,1.6,5,36
4.0,4.6,6.0,4,18
4.6,5.6,1.0,1,20
1.8,3.6,4.6,5,21
4.6,4.4,3.6,2,20
5.4,3.4,3.4,4,35
5.6,5.0,2.6,3,26
4.0,3.4,4.4,4,26
6.0,4.6,6.0,2,40
4.4,4.4,2.0,4,23
3.0,3.4,3.4,5,25
5.4,4.8,4.4,5,38
4.4,3.6,4.2,5,27
5.0,4.4,3.6,NA,14
4.8,5.6,2.2,1,27
5.2,5.6,1.2,5,32
5.6,5.8,2.6,5,39
4.6,5.0,4.4,3,31
3.0,4.0,5.4,5,31
5.8,5.4,2.6,2,20
4.8,5.2,2.6,5,32
6.0,4.0,3.0,3,42
5.2,4.4,4.5,3,20
4.0,4.0,3.4,3,26
3.8,4.0,2.2,3,23
5.4,3.6,4.6,3,32
4.6,2.6,4.6,5,27
5.6,2.4,3.2,3,19
4.0,5.4,4.25,3,43
6.0,5.6,2.4,3,31
4.8,4.0,2.6,5,25
6.0,5.0,2.6,5,29
5.4,5.8,1.4,3,42
4.0,5.2,4.2,3,39
3.6,1.75,3.8,5,31
5.4,5.6,2.0,5,24
4.8,3.0,3.4,5,45
5.8,5.4,2.0,5,30
2.8,2.4,2.8,4,21
4.8,4.4,5.0,NA,14
5.2,5.4,2.0,3,25
5.4,5.0,2.2,2,48
4.4,3.4,5.8,3,40
4.4,3.8,4.2,4,44
4.6,4.0,4.8,4,36
2.4,2.8,4.2,2,28
5.4,4.4,1.6,3,39
5.0,3.4,4.5,4,35
5.2,5.4,1.4,3,33
5.0,4.0,1.4,3,21
4.6,4.6,3.4,3,19
4.0,4.0,3.0,4,45
4.4,2.8,2.2,4,49
4.4,4.0,3.2,4,23
4.8,5.0,1.4,3,27
5.8,5.8,1.75,5,52
4.2,3.2,4.0,5,40
5.6,4.8,3.4,5,29
4.4,4.4,1.8,3,49
4.0,3.2,5.2,2,30
4.8,4.6,2.8,3,25
5.6,4.2,2.2,5,45
6.0,6.0,1.6,3,27
5.4,2.8,5.2,3,29
5.2,5.8,1.0,5,26
5.4,5.6,1.6,4,32
2.6,2.6,3.2,5,29
5.0,3.75,1.6,3,52
5.2,2.8,4.4,5,54
5.2,5.4,3.2,3,20
6.0,4.0,3.6,1,16
5.2,3.2,1.75,4,36
3.4,1.4,5.4,3,22
5.2,4.4,3.4,2,35
5.6,5.6,4.2,4,24
5.2,5.2,1.0,5,38
5.8,4.6,3.2,3,20
5.2,5.0,3.2,3,33
6.0,6.0,5.4,3,26
5.4,5.2,2.6,3,19
5.2,4.2,2.8,3,21
6.0,5.0,2.4,3,28
4.8,5.25,1.8,2,19
5.4,5.2,1.6,3,36
3.8,2.2,4.5,3,51
5.4,4.0,4.0,4,24
4.0,4.2,5.4,4,34
5.6,5.0,1.4,3,43
5.4,2.25,3.4,NA,20
4.2,3.2,4.2,5,44
5.4,2.8,5.4,3,20
3.8,4.2,3.4,3,18
5.6,4.0,3.8,5,45
5.0,5.6,2.0,2,27
4.4,4.25,4.4,3,34
2.4,1.2,4.2,NA,14
5.6,5.0,1.6,3,30
5.6,4.0,1.2,1,53
2.4,3.8,2.8,5,35
5.6,4.0,4.0,3,25
6.0,5.2,2.2,3,21
3.8,2.8,3.4,NA,15
5.4,5.2,1.8,3,62
4.2,5.8,3.6,3,44
4.8,4.2,4.2,3,49
5.5,5.4,2.0,4,28
4.8,3.6,2.4,3,29
5.6,5.0,2.6,3,21
5.2,5.8,1.8,3,23
4.2,3.0,2.6,5,37
4.0,5.0,5.2,3,38
5.666666666666667,3.8,4.2,5,22
2.8,5.4,3.0,3,26
4.8,4.4,4.2,3,29
4.0,4.2,2.8,2,46
5.4,5.4,1.6,5,50
4.6,3.2,3.6,3,24
5.4,4.8,3.8,3,45
5.0,4.8,4.0,3,32
4.6,4.4,4.4,3,19
6.0,5.75,2.6,NA,15
5.6,5.4,4.0,3,21
5.8,4.0,2.0,3,38
5.0,5.0,2.6,3,20
4.0,2.8,5.6,2,28
3.4,1.6,4.4,2,25
6.0,5.0,3.5,3,47
6.0,4.8,3.6,3,47
2.8,4.2,3.0,3,55
2.8,4.2,3.0,3,55
4.8,4.2,3.0,3,31
5.2,4.0,3.0,1,24
4.6,3.2,2.2,1,51
5.6,6.0,1.8,4,43
3.2,1.8,2.6,3,30
5.0,6.0,3.4,3,38
4.0,4.6,2.0,3,24
4.8,3.0,6.0,4,49
3.2,3.8,2.4,NA,16
4.8,4.4,2.4,5,23
5.0,2.75,3.75,3,44
5.6,5.0,1.8,3,50
5.4,5.2,3.2,4,25
2.6,5.6,4.6,3,40
6.0,6.0,3.0,3,25
2.6,3.6,3.6,4,21
5.2,4.6,3.6,3,23
4.0,3.2,6.0,4,22
3.2,3.0,4.2,3,19
4.6,3.8,2.8,1,32
5.5,6.0,2.0,5,48
3.0,3.6,3.8,5,40
5.8,3.6,3.6,5,28
5.6,4.2,2.8,3,33
5.2,4.4,3.4,3,23
4.4,3.0,3.6,4,22
3.6,2.6,5.0,3,40
4.0,3.0,4.6,3,35
5.0,4.4,4.8,NA,47
4.8,5.6,2.8,1,44
2.8,3.4,6.0,3,20
5.8,4.6,4.4,5,23
4.8,3.6,3.4,3,21
5.8,5.4,1.8,3,52
4.8,4.6,2.8,3,21
5.6,5.6,3.0,3,22
4.2,3.2,1.4,4,24
5.0,4.0,3.4,3,24
3.2,3.6,4.4,3,20
4.8,3.4,1.0,4,24
5.6,5.6,1.8,3,28
4.25,4.5,4.2,3,34
4.8,5.2,2.8,4,22
6.0,5.2,2.0,3,33
5.2,4.2,1.0,3,50
6.0,5.4,3.8,3,20
6.0,4.8,4.2,4,21
5.8,5.8,3.4,5,24
4.2,4.6,4.2,5,23
5.5,3.0,3.8,3,22
4.4,3.8,2.0,4,40
5.6,4.2,2.0,5,28
4.0,5.4,6.0,2,30
5.2,5.8,2.6,1,39
4.6,4.0,2.8,3,36
4.4,5.6,2.6,3,27
5.0,5.0,3.2,3,46
4.6,6.0,3.0,3,57
4.0,3.8,2.8,3,30
5.0,5.4,3.6,3,38
5.4,4.2,1.8,3,41
5.6,6.0,4.0,3,27
6.0,5.2,3.6,3,29
5.6,4.8,4.0,3,51
5.4,5.2,1.0,3,40
5.6,4.6,4.0,2,49
3.6,4.2,2.6,5,25
5.8,4.0,2.8,3,33
5.4,5.0,3.8,3,36
4.6,2.2,3.4,3,41
5.0,5.0,3.2,5,51
4.6,3.0,2.2,3,35
4.8,6.0,2.2,2,25
5.2,5.2,3.0,2,23
3.8,3.0,5.8,3,29
5.0,5.0,4.6,3,32
3.6,3.6,4.4,3,26
5.0,4.4,1.0,3,26
5.2,4.8,2.6,3,27
5.0,3.6,2.2,4,24
5.6,4.0,3.8,3,43
5.8,4.8,2.8,3,41
5.0,3.6,5.4,3,31
4.2,5.0,3.4,3,39
5.6,3.4,3.2,3,40
4.8,3.2,2.2,3,26
3.8,5.0,1.0,3,40
5.2,4.2,1.8,2,26
5.6,4.6,5.0,1,18
4.6,4.2,5.8,3,23
4.6,6.0,4.2,3,27
5.6,4.0,1.6,3,53
4.4,1.6,5.0,3,21
5.4,5.6,3.4,3,30
5.2,3.8,2.2,2,31
4.8,5.8,2.2,3,26
4.4,4.0,4.0,3,21
5.666666666666667,3.8,1.4,1,42
5.2,3.6,3.0,3,27
4.4,4.8,3.4,3,27
5.6,5.8,1.8,3,34
5.4,4.6,3.4,3,34
4.6,4.2,3.8,3,22
5.6,5.6,1.2,3,27
6.0,4.8,5.6,2,33
5.4,5.2,3.8,5,23
5.75,4.0,6.0,3,27
4.0,1.8,6.0,3,23
4.4,3.8,1.6,3,35
4.6,3.6,3.75,2,28
4.6,3.6,3.2,2,28
6.0,4.6,3.6,3,29
4.0,3.8,2.75,4,28
4.0,3.8,2.4,4,28
5.8,3.8,1.6,4,53
4.2,5.0,3.4,3,47
5.4,4.4,3.4,3,31
5.6,5.0,3.8,1,22
4.6,2.8,3.0,4,45
4.2,4.75,4.6,3,29
6.0,6.0,3.4,3,48
4.8,3.4,2.8,4,39
5.2,6.0,1.2,3,33
4.8,5.6,2.4,3,28
5.4,3.0,2.8,3,20
5.4,5.2,1.2,2,34
5.6,2.8,1.8,4,25
5.8,4.2,2.6,3,41
4.6,3.75,2.8,5,26
4.8,3.4,2.0,3,36
5.2,4.8,2.0,3,34
2.0,3.0,1.0,3,19
5.8,5.0,3.6,5,31
5.4,3.2,4.0,5,29
3.6,2.2,3.4,3,35
5.0,3.6,3.8,5,20
3.4,3.0,4.6,3,35
5.4,4.2,2.6,5,20
5.0,2.4,3.8,2,23
5.2,4.4,2.0,3,28
4.6,4.8,2.4,5,28
3.8,1.6,1.6,2,47
4.4,2.0,3.2,5,20
3.6,2.4,4.0,3,16
5.8,5.4,2.0,3,25
4.4,5.2,3.5,3,27
5.8,5.0,1.4,3,50
5.2,5.8,1.6,3,38
5.6,5.0,3.8,3,36
4.6,6.0,1.2,4,55
5.6,4.6,4.0,3,19
5.4,5.2,3.6,2,41
3.4,4.5,4.4,1,29
4.4,3.6,4.2,3,26
5.0,4.4,4.2,3,40
3.8,6.0,3.6,3,40
4.8,4.6,1.8,2,52
4.4,4.8,2.6,3,35
5.75,5.8,2.4,3,22
4.8,6.0,3.2,5,33
4.0,2.6,3.4,1,46
4.6,4.4,3.0,NA,16
4.4,4.0,2.8,5,31
5.4,5.0,4.4,3,30
6.0,4.8,2.6,3,37
4.4,2.6,4.0,4,48
6.0,5.2,1.8,3,30
4.2,4.0,4.2,1,17
4.0,5.2,3.8,3,31
5.0,5.2,2.0,3,20
6.0,3.0,5.4,3,32
5.4,3.8,3.6,3,18
4.8,3.8,3.0,3,27
5.6,1.4,3.2,3,23
4.4,3.4,4.2,3,36
2.6,3.8,4.8,5,21
6.0,5.4,3.0,3,19
5.2,4.2,4.75,1,34
6.0,5.6,1.8,5,50
2.6,4.0,4.8,3,20
4.6,4.0,6.0,2,35
4.6,3.4,4.4,3,21
5.4,3.8,4.2,NA,17
3.0,3.0,4.6,3,20
5.8,4.8,1.8,2,42
6.0,5.6,2.6,5,24
4.2,3.2,2.2,5,52
6.0,4.2,4.8,2,58
6.0,6.0,1.2,NA,12
5.4,4.2,4.8,5,32
5.2,4.6,3.0,5,50
4.4,3.8,4.8,NA,17
5.4,6.0,5.2,5,35
6.0,4.8,4.8,3,28
5.8,5.6,2.0,3,25
4.4,4.6,4.0,5,31
5.4,5.0,2.0,3,22
4.2,4.8,1.8,5,33
4.4,3.8,4.4,4,33
3.6,1.6,1.8,3,58
2.6,3.6,2.8,5,26
5.8,4.0,2.8,1,26
4.6,3.8,3.4,3,30
5.4,4.0,5.4,2,26
5.8,4.0,1.8,5,24
4.8,5.6,3.8,3,51
5.2,3.8,4.0,3,18
5.4,5.2,2.8,4,34
5.4,4.4,1.6,3,20
5.6,4.8,2.8,5,30
5.2,6.0,2.4,1,21
4.4,5.8,3.2,1,21
4.0,3.2,4.2,5,23
4.2,4.0,3.4,5,23
3.8,5.4,2.0,3,21
5.8,4.0,1.8,3,20
4.8,3.8,3.6,2,23
5.0,4.6,3.0,5,37
5.4,5.0,2.8,3,31
4.8,5.4,4.4,3,28
5.0,5.0,1.2,3,22
4.2,2.8,2.8,3,18
5.0,3.2,1.6,2,53
5.6,5.0,2.8,3,21
5.4,5.2,3.2,3,25
5.4,3.6,2.4,3,36
6.0,3.6,3.0,3,25
4.0,2.6,4.8,1,18
2.8,2.8,2.8,4,38
5.4,2.4,3.6,NA,61
5.2,4.2,3.0,2,48
6.0,3.8,3.4,3,20
4.2,3.6,1.8,5,29
5.0,4.8,2.4,3,19
4.6,4.2,4.2,3,20
3.4,4.6,3.4,3,21
5.6,4.6,1.75,3,19
4.8,3.8,4.0,3,31
4.4,3.2,2.2,5,26
5.0,4.2,3.0,3,34
4.8,2.8,1.8,3,19
5.8,5.2,1.6,3,19
5.8,4.2,2.0,3,20
4.8,3.6,3.4,2,34
5.4,4.6,2.8,3,20
5.6,4.2,4.4,2,28
4.8,3.2,3.8,2,27
3.4,3.0,4.0,5,36
3.0,3.0,1.0,1,19
4.6,4.2,1.4,4,26
3.0,1.6,5.4,2,42
5.0,4.75,2.6,5,32
6.0,5.2,1.8,3,31
5.0,4.6,1.8,3,20
4.8,2.8,4.0,3,19
5.6,3.6,1.4,3,19
4.0,2.8,3.8,4,24
4.4,1.8,2.0,3,19
5.2,3.2,4.0,3,22
4.4,4.4,4.2,5,40
4.8,3.8,3.0,3,24
5.4,4.0,2.2,3,20
4.4,2.8,3.2,4,31
5.8,4.4,3.4,3,18
5.25,5.0,2.75,3,26
5.4,4.2,2.0,3,25
5.0,4.8,3.6,3,19
4.6,1.8,1.8,3,20
5.8,5.2,1.4,3,20
4.6,3.8,3.0,3,20
5.8,5.4,4.0,3,34
5.2,5.4,3.6,1,16
5.0,5.0,3.8,3,20
4.6,3.2,3.4,4,24
4.8,3.0,3.4,3,20
5.8,4.6,2.0,3,19
4.0,4.6,3.0,3,20
5.4,2.4,5.4,3,27
3.8,4.4,5.8,3,21
4.2,3.8,3.4,5,28
5.8,5.8,1.0,4,43
5.4,4.4,1.4,3,19
4.0,4.0,1.8,4,44
5.6,3.2,2.6,NA,14
5.8,4.0,2.4,3,18
5.0,3.8,3.0,4,56
4.8,4.6,2.2,2,20
5.6,5.2,1.8,3,19
4.0,2.8,4.8,5,51
5.2,4.2,2.2,3,25
5.0,3.6,2.4,3,20
5.2,5.4,1.6,3,19
3.4,3.0,1.4,NA,17
5.4,3.4,4.6,3,20
5.2,3.4,3.2,4,24
4.4,4.6,3.6,3,20
5.4,4.6,2.4,5,58
5.0,3.0,2.2,3,34
5.0,4.8,2.2,3,20
3.2,3.0,3.8,3,28
5.6,5.0,2.8,5,25
4.4,3.8,5.0,3,30
5.8,5.2,2.0,3,49
5.6,3.6,3.0,5,26
4.6,4.0,4.2,3,26
6.0,2.0,2.2,3,48
4.2,2.6,2.8,NA,17
5.6,5.4,2.8,3,22
6.0,5.0,1.0,5,45
5.0,4.4,1.6,3,17
5.0,4.4,1.6,3,17
5.0,4.4,1.6,3,17
5.0,4.4,1.6,3,17
5.2,4.0,3.8,2,22
4.6,4.2,3.2,2,30
2.4,1.8,1.4,3,19
3.8,4.6,2.8,4,34
4.0,4.4,3.0,2,52
4.2,4.4,3.6,3,19
5.0,4.75,3.8,3,31
4.6,4.0,3.8,3,21
4.8,4.8,3.8,3,22
3.4,2.2,3.2,3,21
3.6,2.0,4.8,3,19
5.2,3.6,3.2,5,30
5.4,5.8,3.4,4,32
4.8,4.6,1.6,3,25
5.4,5.0,1.8,3,18
4.8,5.8,2.2,5,33
3.4,2.4,4.2,4,30
4.0,1.5,3.2,4,47
4.8,5.6,3.8,4,27
4.2,3.8,3.4,3,39
5.2,4.0,2.8,3,21
4.4,4.2,3.0,3,20
4.6,3.6,2.8,3,20
5.6,3.6,2.4,4,31
4.4,4.8,2.0,3,18
6.0,5.0,3.8,3,29
5.6,3.6,2.4,NA,16
5.0,5.2,2.0,2,20
5.4,3.8,1.2,3,21
5.4,3.8,3.0,3,20
3.8,3.8,1.4,4,33
4.8,5.4,2.2,3,19
3.0,4.8,3.8,3,20
4.4,4.6,2.0,5,51
5.8,5.0,1.0,3,30
4.4,3.4,2.8,3,20
5.2,2.2,2.2,1,22
5.0,3.0,4.4,1,18
5.8,5.6,1.8,2,34
4.8,4.8,2.8,1,23
5.0,3.8,4.4,3,23
4.2,3.4,4.0,2,29
5.2,3.4,4.2,3,21
5.6,4.6,1.6,4,24
6.0,5.0,1.0,3,50
4.6,4.8,1.0,3,24
5.8,3.4,2.2,3,42
3.0,3.2,2.8,1,25
4.0,3.8,4.8,2,26
5.2,3.8,3.2,3,19
5.0,3.6,2.6,3,39
4.2,5.0,4.4,1,18
6.0,5.4,2.8,5,42
5.0,2.4,2.4,5,40
4.2,3.4,2.8,1,20
5.4,4.0,2.6,3,57
2.8,2.8,3.2,3,19
3.6,2.0,3.8,3,26
5.4,3.8,2.2,3,22
5.6,4.4,2.2,3,19
3.8,4.4,5.8,2,29
4.4,5.6,2.4,3,21
3.4,3.2,1.4,3,18
6.0,5.8,1.0,3,63
5.4,3.2,3.2,4,25
5.4,5.8,2.0,4,25
5.25,5.4,1.8,3,23
4.4,1.8,2.2,NA,17
4.6,3.4,5.0,4,48
4.6,5.2,2.4,3,20
4.8,5.4,3.2,3,19
4.2,4.0,4.6,3,37
5.2,4.6,2.2,3,20
4.4,5.0,1.8,3,20
5.0,5.2,2.8,3,33
3.8,4.4,2.2,3,20
4.0,4.2,3.6,3,18
5.0,2.6,3.2,1,18
5.0,4.0,2.8,3,20
4.2,3.75,3.0,4,36
6.0,4.4,1.2,3,23
3.6,3.4,4.4,3,25
2.5,4.5,5.0,NA,17
5.6,5.6,1.4,3,48
5.2,4.0,3.0,1,44
4.4,4.0,3.0,1,46
4.8,1.8,3.8,3,19
5.2,4.4,2.8,3,23
2.0,1.0,1.0,3,23
4.25,2.5,2.4,2,20
6.0,5.0,4.4,4,56
3.4,5.0,4.4,5,28
4.2,5.6,5.4,1,17
3.2,2.6,4.4,4,22
4.0,4.8,4.4,5,25
5.0,5.6,1.4,4,44
3.8,4.2,3.6,3,36
4.2,3.2,1.2,4,36
3.2,3.8,4.8,3,26
5.0,6.0,4.6,3,27
5.4,4.2,5.4,4,27
4.4,3.2,4.6,3,24
3.6,1.2,5.6,5,33
4.8,3.2,3.2,3,19
5.8,4.2,2.75,3,45
4.75,3.2,3.6,3,23
4.0,3.6,4.0,3,22
5.4,3.6,2.8,4,35
5.8,5.4,2.2,3,20
3.8,3.0,3.6,3,42
5.8,4.6,3.2,4,34
4.4,5.0,3.4,1,24
4.2,3.8,2.0,3,29
5.4,4.4,2.8,3,21
3.8,2.8,3.6,5,27
3.4,3.4,4.8,2,22
4.6,3.2,4.0,4,28
4.8,5.0,2.2,5,41
5.0,4.6,3.2,5,48
3.8,3.4,2.6,3,31
5.2,3.2,5.2,4,52
6.0,2.0,6.0,1,41
4.4,5.4,3.8,4,22
3.8,4.4,2.6,4,48
5.2,5.4,2.0,4,30
3.4,2.6,5.25,5,39
4.0,4.0,3.6,3,37
2.0,3.4,1.8,NA,16
4.6,3.6,5.2,2,17
5.0,2.8,3.4,4,37
6.0,5.0,1.6,5,61
5.8,3.2,4.6,1,14
5.4,4.4,1.6,3,20
3.4,4.6,3.6,4,32
4.2,4.6,3.4,4,22
3.8,2.8,3.6,3,20
5.8,5.8,1.6,5,33
3.4,5.4,2.8,3,23
5.4,5.8,1.0,3,21
4.8,3.4,3.2,3,43
4.8,2.6,3.2,1,47
4.2,3.8,2.5,3,39
5.2,4.2,2.0,3,26
5.0,4.2,3.6,3,23
4.8,4.8,4.2,4,23
4.8,5.2,2.4,5,21
5.2,5.2,2.2,5,47
5.25,3.6,3.2,3,18
4.2,4.6,3.6,2,20
4.0,4.8,3.2,3,20
5.4,5.4,4.2,3,44
3.2,4.8,3.8,3,20
5.0,5.0,4.0,3,29
5.2,3.8,3.6,3,20
5.6,4.6,3.2,5,54
4.0,4.4,3.6,3,34
3.2,4.6,3.2,3,28
5.0,6.0,3.8,2,17
5.4,5.4,1.6,1,20
3.4,2.2,5.8,NA,17
5.8,5.0,4.0,4,24
5.2,6.0,2.0,3,20
4.4,3.6,4.0,1,20
4.2,5.2,3.4,3,19
6.0,3.6,3.2,4,34
4.2,3.8,4.8,5,44
2.8,4.4,2.0,5,32
3.6,3.6,4.2,5,38
3.2,3.0,4.8,5,26
4.8,4.25,4.2,5,37
5.4,5.0,2.8,3,30
6.0,4.0,3.6,2,39
5.2,3.6,3.0,5,25
5.4,6.0,4.2,3,19
4.6,2.6,3.6,NA,16
4.2,6.0,2.6,4,29
5.6,5.0,2.4,3,20
4.0,3.2,4.2,5,23
4.6,4.2,2.8,3,19
4.2,4.2,2.2,4,39
6.0,6.0,1.6,2,36
5.6,3.6,3.0,4,46
4.6,5.4,3.4,3,20
4.8,3.0,2.0,3,21
5.0,3.0,4.4,3,20
5.6,4.6,3.2,3,18
4.6,2.6,4.8,5,47
3.6,4.8,3.6,3,19
6.0,4.6,2.2,3,38
5.0,4.0,2.6,3,28
4.25,4.2,3.2,2,23
4.0,3.6,4.6,3,20
4.2,2.4,2.2,5,35
5.2,5.2,3.2,4,43
5.4,5.2,3.2,3,20
3.8,2.6,1.8,5,35
5.0,5.5,3.8,4,21
4.4,4.0,3.4,NA,30
4.4,2.8,4.8,3,30
3.4,3.4,3.0,3,34
5.8,4.0,1.6,2,47
5.4,4.0,3.4,5,58
5.8,5.8,1.0,3,29
5.8,3.6,1.8,3,47
4.8,5.4,5.8,3,20
5.0,5.6,4.4,1,21
4.8,3.4,1.4,1,20
5.2,3.0,1.4,3,40
5.2,4.4,3.6,NA,17
6.0,6.0,3.2,3,23
5.4,5.4,1.8,5,32
6.0,4.2,3.4,1,18
4.8,3.8,1.8,3,22
5.8,5.8,2.8,3,25
4.4,2.6,1.4,5,26
5.6,4.4,2.0,3,29
5.0,5.0,1.4,3,24
5.8,5.6,2.6,3,46
5.4,3.2,1.4,5,56
4.8,3.8,1.4,2,39
4.4,4.6,2.4,5,39
4.2,3.2,3.6,1,42
5.0,5.8,4.4,5,32
5.4,5.4,4.0,4,42
4.2,3.8,3.0,3,19
4.4,2.4,2.6,5,62
5.0,1.6,4.0,4,36
5.8,2.6,3.2,1,18
4.8,5.4,4.4,5,31
4.8,4.6,2.0,3,24
5.0,4.2,2.8,1,20
4.0,4.2,3.6,4,30
4.8,6.0,3.2,5,23
4.6,4.6,2.8,2,23
5.8,5.6,3.6,3,18
3.8,3.0,3.0,5,27
5.4,4.8,2.6,4,24
5.4,4.0,3.8,3,19
5.8,4.8,5.0,3,39
3.2,2.5,2.8,4,51
4.6,4.2,4.6,NA,16
4.8,4.0,1.4,NA,16
5.0,2.4,3.8,3,19
4.0,3.8,2.4,1,17
4.8,4.2,3.0,5,28
2.8,3.0,3.6,4,36
4.8,3.8,2.4,4,31
5.2,4.4,5.6,3,36
4.4,5.0,4.2,5,31
5.0,5.8,2.8,4,19
6.0,6.0,1.0,4,35
2.4,2.4,5.8,3,19
5.8,5.0,1.8,1,17
5.0,4.2,4.2,3,19
3.0,4.0,1.25,NA,15
2.8,4.0,4.8,1,18
4.8,2.6,5.2,1,14
2.0,3.4,4.6,NA,14
3.0,4.75,4.8,5,28
4.0,2.4,4.0,3,20
4.0,3.4,4.2,3,20
4.0,4.0,1.6,2,21
2.4,1.8,2.4,4,30
3.0,2.8,3.0,4,27
5.4,4.0,2.8,5,37
3.4,2.8,5.8,4,31
4.8,3.6,3.8,4,32
5.2,5.2,2.0,1,19
4.2,4.4,3.8,3,42
4.6,4.6,2.0,3,20
5.8,4.6,4.2,4,24
6.0,3.2,1.4,5,27
5.0,2.6,2.4,3,21
5.2,4.2,2.0,3,36
1.8,1.4,2.4,2,48
4.4,3.6,2.2,3,21
3.8,3.4,3.6,2,31
5.4,5.2,2.6,4,22
4.2,4.6,3.6,3,23
4.6,3.8,4.0,5,23
4.6,3.6,4.0,4,30
5.2,4.4,2.8,5,35
4.4,5.8,3.0,3,21
4.6,5.0,4.6,3,22
5.0,2.8,3.0,5,28
4.8,4.2,3.6,3,20
3.8,4.2,1.4,4,51
3.4,4.4,4.8,2,19
3.8,4.6,2.8,4,24
5.6,5.0,2.4,5,45
4.6,3.5,1.0,1,21
4.6,4.0,1.6,3,26
3.6,4.2,3.2,2,22
4.4,2.4,4.0,4,50
5.4,4.8,3.0,5,36
3.8,1.2,5.4,4,50
5.2,3.6,4.6,2,22
2.0,1.4,2.6,4,23
5.0,4.0,2.4,1,15
3.8,1.2,5.4,NA,15
2.6,1.6,3.0,3,21
4.6,4.0,4.4,3,23
5.6,4.8,1.0,5,35
5.0,4.0,1.6,5,33
4.8,2.8,4.4,NA,27
5.6,6.0,1.0,2,29
4.6,4.4,2.8,3,21
4.8,2.6,4.2,3,31
4.2,5.4,2.4,3,21
2.4,3.4,2.2,5,26
6.0,5.4,3.6,3,20
4.4,4.6,3.8,5,56
4.8,4.4,3.8,5,3
3.6,4.0,4.4,2,65
4.0,4.2,3.6,3,34
5.0,3.2,3.6,4,29
4.2,4.4,5.0,4,21
4.75,5.4,3.8,2,32
4.8,4.8,3.5,2,26
2.6,2.2,3.0,4,27
5.6,5.2,2.0,4,45
4.0,2.6,2.8,NA,17
5.0,4.6,3.8,3,20
5.2,4.8,2.4,2,20
4.6,1.2,2.6,4,43
5.0,4.2,2.4,5,26
5.2,4.0,1.2,4,55
6.0,5.2,3.0,5,38
4.2,3.6,5.0,4,32
4.6,2.8,4.4,1,19
5.2,5.2,3.0,3,22
4.8,4.2,1.8,3,21
5.8,5.6,3.8,5,40
4.4,4.6,2.4,4,19
4.0,3.8,3.4,3,23
5.0,4.6,6.0,1,18
5.0,4.6,1.6,3,32
5.2,3.8,2.6,1,49
5.6,5.6,1.2,3,42
5.6,4.2,3.4,NA,31
4.6,5.0,4.8,3,23
5.4,3.0,3.0,5,30
4.2,4.4,3.2,1,24
2.8,2.0,2.2,5,26
4.8,4.8,2.0,3,21
3.8,4.75,3.0,3,21
5.4,4.0,2.0,5,23
6.0,5.4,1.0,2,61
4.0,4.8,2.8,NA,15
5.4,5.6,3.0,4,28
2.6,2.6,3.8,3,25
5.4,5.4,2.2,5,34
4.0,3.4,3.6,2,21
4.0,4.6,4.6,NA,41
2.8,3.2,3.4,5,23
4.8,4.25,3.0,NA,52
5.0,2.4,1.8,3,20
4.2,2.8,1.4,3,19
5.2,5.4,1.0,3,36
5.6,5.0,1.4,3,18
4.6,2.2,2.0,3,19
4.2,4.8,4.8,3,22
5.8,4.6,2.2,3,19
4.0,4.8,3.0,3,24
4.0,4.0,1.25,5,24
5.6,5.2,4.4,3,18
5.0,5.4,3.6,3,22
5.4,4.0,5.2,2,27
3.8,3.0,4.2,NA,12
3.6,4.0,2.8,NA,13
4.6,4.4,1.8,NA,12
4.6,5.0,1.8,NA,12
5.8,5.2,3.0,NA,11
3.0,5.2,4.6,NA,12
3.4,4.0,3.4,NA,12
4.4,3.0,3.4,NA,12
4.8,3.4,2.4,NA,12
3.6,5.4,5.4,NA,12
4.0,3.0,2.4,NA,12
4.6,4.0,4.4,NA,14
4.4,4.6,2.4,3,20
1.8,4.2,4.6,3,23
